LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSSubClass,MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,MoSold,SaleType,SaleCondition,SalePrice
21695,3,4,3,6,9,1988,2007,260.0,4,4,4,3,0,6,808,1,0,72,880,5,1680,0,0,1680,1,0,2,0,3,1,4,5,8,1,1988.0,2,540,3,3,2,292,44,0,182,0,0,0,2009,SC20,RL,Pave,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Dec,WD,Normal,222000
7314,4,4,3,7,5,2007,2007,82.0,4,3,4,3,2,6,724,1,0,508,1232,5,1232,0,0,1232,1,0,2,0,2,1,4,6,8,0,2007.0,2,632,3,3,2,132,0,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,Feb,WD,Normal,194500
11475,4,4,3,5,5,1958,1958,95.0,3,3,3,3,0,1,0,1,0,1584,1584,3,1776,0,0,1776,1,0,2,0,4,2,3,9,8,0,1968.0,3,888,3,3,2,0,25,0,0,0,0,0,2009,SC90,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jul,COD,Abnorml,110000
6240,4,4,3,4,5,1925,1950,0.0,3,3,3,3,0,4,152,1,0,628,780,3,848,0,360,1208,0,0,1,0,2,1,3,5,8,0,1962.0,2,539,3,3,2,0,23,112,0,0,0,0,2009,SC30,RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,Unf,Jan,WD,Normal,103000
5389,3,4,3,8,5,1995,1996,0.0,4,3,4,3,0,6,1180,1,0,415,1595,5,1616,0,0,1616,1,0,2,0,2,1,4,5,8,1,1995.0,2,608,3,3,2,237,152,0,0,0,0,0,2010,SC120,RL,Pave,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Mar,WD,Normal,236500
9590,3,4,3,7,5,2003,2003,442.0,4,3,5,3,2,6,786,1,0,82,868,5,1146,0,0,1146,1,0,2,0,3,1,4,6,8,1,2003.0,2,438,3,3,2,160,22,0,0,0,0,0,2007,SC80,RL,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,May,WD,Normal,187500
11404,3,4,3,7,5,1998,1999,202.0,4,3,4,3,2,5,252,1,0,901,1153,5,1153,878,0,2031,0,0,2,1,3,1,4,8,8,1,1998.0,2,541,3,3,2,192,84,0,0,0,0,0,2008,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,WD,Normal,222500
10000,4,4,3,5,6,1961,1983,0.0,3,3,3,3,0,4,594,1,0,270,864,5,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,1961.0,1,264,3,3,2,165,0,0,0,0,0,400,2009,SC20,RL,Pave,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Mar,WD,Normal,131400
8978,3,4,3,5,5,1968,1968,0.0,3,3,3,3,0,1,0,1,0,948,948,3,948,0,0,948,0,0,1,0,3,1,3,6,8,0,1968.0,1,300,3,3,2,147,0,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Unf,May,WD,Family,108000
10800,4,4,3,7,7,1914,1970,0.0,3,3,4,3,1,3,390,1,0,490,880,2,880,888,0,1768,0,0,1,1,2,1,3,6,8,2,1914.0,2,320,3,3,0,0,341,0,0,0,0,0,2006,SC75,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasW,N,SBrkr,Detchd,Unf,Oct,WD,Normal,163000
10463,3,4,3,8,5,2005,2005,0.0,4,3,4,3,0,1,0,1,0,893,893,5,901,900,0,1801,0,0,2,1,3,1,4,8,8,1,2005.0,3,800,3,3,2,0,116,0,0,0,0,0,2006,SC60,RL,Pave,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,239900
9313,3,4,3,7,5,2004,2004,0.0,4,3,4,3,0,1,0,1,0,864,864,5,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,2004.0,2,572,3,3,2,187,56,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Apr,WD,Normal,190000
9600,4,4,3,5,7,1910,2002,0.0,3,4,2,2,0,1,0,1,0,264,264,5,768,664,0,1432,0,0,2,0,2,1,3,7,8,0,1910.0,2,360,3,4,2,270,0,112,0,0,0,0,2007,SC70,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,May,WD,Abnorml,132000
6768,3,4,3,6,8,1961,1996,0.0,3,4,3,3,1,6,832,1,0,80,912,4,912,0,0,912,1,1,1,0,3,1,4,5,8,0,1962.0,1,288,3,3,2,168,0,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,May,WD,Normal,142000
8450,4,4,3,7,5,2000,2001,108.0,3,3,4,3,0,1,0,1,0,1349,1349,5,1349,0,0,1349,0,0,2,0,3,1,3,6,8,0,2000.0,2,539,3,3,2,120,55,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Unf,Dec,WD,Normal,179000
12886,3,4,3,5,6,1963,1999,0.0,3,3,4,3,2,5,444,1,0,76,520,5,1464,0,0,1464,0,1,2,0,3,1,3,6,6,1,1997.0,2,480,3,3,2,302,0,0,0,100,0,0,2009,SC80,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Oct,WD,Normal,175000
5395,3,4,3,8,5,1993,1993,0.0,4,3,4,3,0,6,733,1,0,604,1337,4,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,1993.0,2,462,3,3,2,96,0,70,168,0,0,0,2008,SC120,RL,Pave,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Oct,WD,Normal,180000
8963,3,4,3,8,9,1976,1996,289.0,5,4,3,4,0,6,575,5,80,487,1142,5,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,1994.0,2,831,3,3,2,0,204,0,0,0,0,0,2008,SC60,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,BuiltIn,Fin,Jul,WD,Normal,299800
8795,3,4,3,7,5,2000,2000,0.0,4,3,4,3,0,6,300,1,0,652,952,5,980,1276,0,2256,0,0,2,1,4,1,4,8,8,1,2000.0,2,554,3,3,2,224,54,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Apr,WD,Normal,236000
11700,3,4,3,7,7,1880,2003,0.0,4,3,3,2,0,1,0,1,0,1240,1240,3,1320,1320,0,2640,0,0,1,1,4,1,4,8,8,1,1950.0,4,864,3,3,0,181,0,386,0,0,0,0,2009,SC70,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,None,Stone,GasW,N,SBrkr,Detchd,Unf,May,WD,Normal,265979
10593,3,4,3,7,5,1996,1996,338.0,4,3,4,3,0,6,919,1,0,801,1720,5,1720,0,0,1720,1,0,2,0,3,1,4,7,8,1,1996.0,2,527,3,3,2,240,56,154,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Mar,WD,Normal,260400
7750,4,4,3,7,5,2003,2003,0.0,4,3,4,3,0,1,0,1,0,660,660,5,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,2003.0,2,400,3,3,2,0,48,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Aug,WD,Normal,162000
9236,3,4,3,6,5,1997,1997,0.0,3,4,4,3,3,6,1200,1,0,279,1479,5,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,1997.0,2,576,3,3,2,168,27,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,217000
10240,4,4,3,8,5,2005,2005,178.0,4,3,4,3,1,1,0,1,0,1030,1030,4,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,2005.0,3,878,3,3,2,192,52,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Mar,WD,Normal,275500
7930,4,4,3,6,8,1969,2005,0.0,3,3,3,3,0,6,439,2,472,115,1026,4,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,1969.0,2,440,3,3,2,171,48,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,RFn,Jul,WD,Normal,156000
3230,4,4,3,6,5,1999,1999,894.0,3,3,4,3,0,6,381,1,0,348,729,4,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,1999.0,2,440,3,3,2,0,24,0,0,0,0,0,2009,SC160,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Unf,Mar,WD,Normal,172500
10769,3,4,3,8,5,2007,2007,0.0,4,3,4,3,2,6,20,1,0,846,866,5,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,2007.0,2,578,3,3,2,144,105,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Apr,WD,Normal,212000
11616,3,4,3,6,5,1978,1978,328.0,3,3,3,3,1,3,438,1,0,234,672,3,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,1978.0,2,440,3,3,2,335,0,0,0,0,0,0,2010,SC60,RL,Pave,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,Fin,Apr,WD,Abnorml,158900
2280,4,4,3,7,5,1999,1999,360.0,3,3,4,3,0,5,549,1,0,195,744,4,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,1999.0,2,440,3,3,2,0,0,0,0,0,0,0,2008,SC160,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Unf,Aug,WD,Normal,179400
12257,3,4,3,8,5,1995,1995,513.0,4,3,4,3,2,2,56,5,64,1198,1318,5,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,1995.0,3,752,3,3,2,222,98,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Nov,WD,Normal,290000
9100,4,4,3,6,6,1959,1959,0.0,3,3,3,3,0,3,612,1,0,252,864,5,864,0,0,864,0,0,1,0,2,1,3,5,8,0,2008.0,1,300,5,5,2,0,0,0,0,0,0,450,2009,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Oct,WD,Normal,127500
6911,4,4,3,5,5,1924,1950,0.0,3,3,3,3,1,2,405,1,0,740,1145,3,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,1965.0,2,440,3,3,2,0,0,0,0,0,0,0,2009,SC30,RM,Pave,Lvl,FR2,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Oct,WD,Normal,100000
8640,4,4,3,7,5,2009,2009,0.0,3,3,4,3,1,6,24,1,0,732,756,5,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,2009.0,2,614,3,3,2,169,45,0,0,0,0,0,2010,SC60,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Unf,Jun,Con,Normal,215200
9430,4,4,3,8,5,1999,1999,673.0,4,3,4,3,1,6,1163,1,0,89,1252,5,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,1999.0,3,856,3,3,2,0,128,0,0,180,0,0,2009,SC60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,337000
9549,3,4,3,8,5,1995,1996,0.0,4,4,4,4,2,2,437,6,1057,0,1494,5,1494,0,0,1494,1,0,1,1,2,1,5,6,8,1,1995.0,2,481,3,3,2,0,30,0,0,216,0,0,2006,SC120,RL,Pave,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Apr,WD,Normal,270000
14587,3,4,3,9,5,2008,2008,284.0,4,3,4,3,0,1,0,1,0,1498,1498,5,1506,0,0,1506,0,0,2,0,2,1,5,6,8,1,2008.0,2,592,3,3,2,0,174,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,Aug,New,Partial,264132
10421,4,4,3,7,5,1988,1988,42.0,3,3,4,3,0,6,394,1,0,586,980,3,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,1988.0,2,496,3,3,2,228,66,156,0,0,0,500,2010,SC60,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,Mar,WD,Normal,196500
12508,3,4,3,6,7,1940,1985,0.0,3,3,4,3,1,5,660,1,0,323,983,5,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,1989.0,1,423,3,3,2,245,0,156,0,0,0,1300,2008,SC50,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jul,WD,Normal,160000
9100,4,4,3,7,5,2004,2005,0.0,4,3,4,3,0,6,24,1,0,1836,1860,5,1836,0,0,1836,0,0,2,0,3,1,4,8,8,1,2004.0,2,484,3,3,2,120,33,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Oct,WD,Normal,216837
53504,2,4,2,8,5,2003,2003,603.0,5,3,4,3,3,5,1416,1,0,234,1650,5,1690,1589,0,3279,1,0,3,1,4,1,5,12,5,1,2003.0,3,841,3,3,2,503,36,0,0,210,0,0,2010,SC60,RL,Pave,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Jun,WD,Normal,538000
7252,3,4,3,5,5,1982,1982,0.0,3,3,4,3,2,6,685,1,0,173,858,3,858,0,0,858,1,0,1,0,2,1,3,5,8,0,1983.0,2,576,3,3,2,120,0,0,0,0,0,0,2009,SC85,RL,Pave,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Apr,WD,Normal,134900
8877,4,4,3,4,5,1951,1951,0.0,3,3,2,2,0,2,836,1,0,0,836,3,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,1951.0,2,396,3,3,2,0,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseF,Detchd,Unf,Apr,COD,Normal,102000
7819,4,4,3,6,5,1976,1976,0.0,3,3,3,3,2,5,422,4,127,480,1029,3,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,1976.0,2,672,3,3,2,144,0,0,0,0,0,0,2010,SC80,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Mar,WD,Abnorml,107000
10150,4,4,3,5,5,1958,1958,1.0,3,3,3,3,0,3,456,1,0,456,912,5,912,0,0,912,0,0,1,0,2,1,3,5,8,0,1958.0,1,275,3,3,2,0,0,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,Attchd,RFn,Jul,COD,Normal,114500
14226,4,4,3,8,5,2006,2006,375.0,4,3,4,3,2,1,0,1,0,1935,1935,4,1973,0,0,1973,0,0,2,0,3,1,4,9,8,1,2006.0,3,895,3,3,2,315,45,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,New,Partial,395000
4500,4,4,3,6,5,1998,1998,320.0,3,3,5,3,0,6,866,1,0,338,1204,5,1204,0,0,1204,1,0,2,0,2,1,3,5,8,0,1998.0,2,412,3,3,2,0,247,0,0,0,0,0,2009,SC120,RM,Pave,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,162000
11210,3,4,3,7,5,2005,2006,240.0,4,3,4,3,2,6,20,1,0,1594,1614,5,1614,0,0,1614,0,0,2,0,3,1,4,7,8,0,2005.0,3,865,3,3,2,144,59,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Jul,New,Partial,221500
13350,3,4,3,5,5,1974,1974,0.0,3,3,3,3,0,5,762,1,0,102,864,3,894,0,0,894,1,0,1,0,3,1,3,5,8,1,1974.0,2,440,3,3,2,241,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,142500
10530,4,4,3,6,5,1977,1977,90.0,3,3,4,3,3,6,975,1,0,0,975,3,1004,0,0,1004,1,0,1,0,2,1,3,4,8,0,1977.0,2,504,3,3,2,0,0,0,0,0,0,0,2006,SC90,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,May,WD,Normal,135000
7875,4,4,3,7,5,1995,1996,38.0,3,3,4,4,0,1,0,1,0,1237,1237,4,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,1995.0,2,402,3,3,2,220,21,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,176000
7153,4,4,3,6,5,1992,1992,0.0,4,4,4,3,0,5,387,1,0,374,761,5,810,793,0,1603,0,0,2,1,3,1,4,7,8,0,1992.0,2,484,3,3,2,0,124,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,175900
16285,2,4,3,7,5,2001,2002,0.0,4,3,4,3,0,1,0,1,0,1413,1413,5,1430,0,0,1430,0,0,2,0,3,1,4,6,8,0,2001.0,2,605,3,3,2,0,33,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,187100
9101,3,4,3,5,6,1978,1978,104.0,3,4,4,3,2,6,1097,1,0,0,1097,5,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,1978.0,2,602,3,3,2,303,30,0,0,0,0,0,2009,SC85,RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,WD,Normal,165500
9790,4,4,3,6,5,1967,1967,0.0,3,3,3,3,0,3,251,2,630,491,1372,3,1342,0,0,1342,0,0,2,0,3,1,3,7,8,1,1967.0,2,457,3,3,2,0,0,0,0,197,0,0,2009,SC20,RL,Pave,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Sep,WD,Normal,161500
10800,4,4,3,5,6,1915,1950,0.0,3,4,2,3,0,2,686,1,0,0,686,3,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,1961.0,1,416,3,3,2,0,0,196,0,0,0,1200,2010,SC50,RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Jun,WD,Normal,139000
10142,3,4,3,7,5,2004,2004,0.0,4,3,4,3,0,6,656,1,0,300,956,5,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,2004.0,2,618,3,3,2,0,45,0,0,0,0,0,2010,SC60,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,RFn,Jan,WD,Normal,233000
6000,4,4,3,4,7,1954,2000,0.0,3,3,3,3,0,1,0,1,0,901,901,5,901,0,0,901,0,0,1,0,2,1,3,4,8,0,1954.0,1,281,2,3,2,0,0,0,0,0,0,0,2008,SC20,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Aug,WD,Normal,107900
12205,3,4,3,6,8,1966,2007,157.0,3,3,3,2,3,2,568,1,0,264,832,4,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,1966.0,2,444,3,3,2,133,168,0,0,0,0,0,2007,SC60,RL,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Jul,WD,Normal,187500
3182,4,4,3,7,5,2005,2006,11.0,4,3,4,3,0,6,16,1,0,1129,1145,5,1145,0,0,1145,0,0,2,0,2,1,4,5,8,1,2005.0,2,397,3,3,2,100,16,0,0,0,0,0,2009,SC120,RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Sep,WD,Normal,160200
11333,3,4,3,6,5,1976,1976,0.0,3,3,4,3,2,5,539,1,0,490,1029,3,1062,0,0,1062,1,0,1,0,3,1,3,5,8,2,1976.0,2,539,3,3,2,120,0,0,0,0,0,0,2007,SC80,RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,May,WD,Normal,146800
9920,3,4,3,7,5,1996,1997,0.0,4,3,4,3,2,6,862,1,0,255,1117,5,1127,886,0,2013,1,0,2,1,3,1,3,8,8,1,1997.0,2,455,3,3,2,180,130,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,269790
